?cls	?xref
<http://purl.obolibrary.org/obo/FBbt_20008979>	"VFB:FBbt_20008979"
<http://purl.obolibrary.org/obo/FBbt_20008074>	"VFB:FBbt_20008074"
<http://purl.obolibrary.org/obo/FBbt_20008631>	"VFB:FBbt_20008631"
<http://purl.obolibrary.org/obo/FBbt_20009591>	"VFB:FBbt_20009591"
<http://purl.obolibrary.org/obo/FBbt_20009662>	"VFB:FBbt_20009662"
<http://purl.obolibrary.org/obo/FBbt_20010842>	"VFB:FBbt_20010842"
<http://purl.obolibrary.org/obo/FBbt_20008967>	"VFB:FBbt_20008967"
<http://purl.obolibrary.org/obo/FBbt_20008359>	"VFB:FBbt_20008359"
<http://purl.obolibrary.org/obo/FBbt_20009405>	"VFB:FBbt_20009405"
<http://purl.obolibrary.org/obo/FBbt_20008867>	"VFB:FBbt_20008867"
<http://purl.obolibrary.org/obo/FBbt_20009803>	"VFB:FBbt_20009803"
<http://purl.obolibrary.org/obo/FBbt_20009190>	"VFB:FBbt_20009190"
<http://purl.obolibrary.org/obo/FBbt_20008307>	"VFB:FBbt_20008307"
<http://purl.obolibrary.org/obo/FBbt_20008156>	"VFB:FBbt_20008156"
<http://purl.obolibrary.org/obo/FBbt_20010514>	"VFB:FBbt_20010514"
<http://purl.obolibrary.org/obo/FBbt_20009983>	"VFB:FBbt_20009983"
<http://purl.obolibrary.org/obo/FBbt_20008639>	"VFB:FBbt_20008639"
<http://purl.obolibrary.org/obo/FBbt_20009744>	"VFB:FBbt_20009744"
<http://purl.obolibrary.org/obo/FBbt_20011071>	"VFB:FBbt_20011071"
<http://purl.obolibrary.org/obo/FBbt_20010216>	"VFB:FBbt_20010216"
<http://purl.obolibrary.org/obo/FBbt_20008019>	"VFB:FBbt_20008019"
<http://purl.obolibrary.org/obo/FBbt_20008791>	"VFB:FBbt_20008791"
<http://purl.obolibrary.org/obo/FBbt_20008417>	"VFB:FBbt_20008417"
<http://purl.obolibrary.org/obo/FBbt_20007892>	"VFB:FBbt_20007892"
<http://purl.obolibrary.org/obo/FBbt_20008925>	"VFB:FBbt_20008925"
<http://purl.obolibrary.org/obo/FBbt_20008534>	"VFB:FBbt_20008534"
<http://purl.obolibrary.org/obo/FBbt_20008805>	"VFB:FBbt_20008805"
<http://purl.obolibrary.org/obo/FBbt_20011181>	"VFB:FBbt_20011181"
<http://purl.obolibrary.org/obo/FBbt_20010794>	"VFB:FBbt_20010794"
<http://purl.obolibrary.org/obo/FBbt_20007747>	"VFB:FBbt_20007747"
<http://purl.obolibrary.org/obo/FBbt_20009702>	"VFB:FBbt_20009702"
<http://purl.obolibrary.org/obo/FBbt_20009897>	"VFB:FBbt_20009897"
<http://purl.obolibrary.org/obo/FBbt_20011004>	"VFB:FBbt_20011004"
<http://purl.obolibrary.org/obo/FBbt_20010662>	"VFB:FBbt_20010662"
<http://purl.obolibrary.org/obo/FBbt_20007850>	"VFB:FBbt_20007850"
<http://purl.obolibrary.org/obo/FBbt_20011100>	"VFB:FBbt_20011100"
<http://purl.obolibrary.org/obo/FBbt_20009301>	"VFB:FBbt_20009301"
<http://purl.obolibrary.org/obo/FBbt_20009472>	"VFB:FBbt_20009472"
<http://purl.obolibrary.org/obo/FBbt_20008687>	"VFB:FBbt_20008687"
<http://purl.obolibrary.org/obo/FBbt_20011189>	"VFB:FBbt_20011189"
<http://purl.obolibrary.org/obo/FBbt_20011089>	"VFB:FBbt_20011089"
<http://purl.obolibrary.org/obo/FBbt_20009239>	"VFB:FBbt_20009239"
<http://purl.obolibrary.org/obo/FBbt_20009013>	"VFB:FBbt_20009013"
<http://purl.obolibrary.org/obo/FBbt_20008448>	"VFB:FBbt_20008448"
<http://purl.obolibrary.org/obo/FBbt_20008828>	"VFB:FBbt_20008828"
<http://purl.obolibrary.org/obo/FBbt_00007727>	"VFB:FBbt_00007727"
<http://purl.obolibrary.org/obo/FBbt_20007960>	"VFB:FBbt_20007960"
<http://purl.obolibrary.org/obo/FBbt_20011210>	"VFB:FBbt_20011210"
<http://purl.obolibrary.org/obo/FBbt_20009906>	"VFB:FBbt_20009906"
<http://purl.obolibrary.org/obo/FBbt_20009320>	"VFB:FBbt_20009320"
<http://purl.obolibrary.org/obo/FBbt_20011037>	"VFB:FBbt_20011037"
<http://purl.obolibrary.org/obo/FBbt_20007858>	"VFB:FBbt_20007858"
<http://purl.obolibrary.org/obo/FBbt_20009309>	"VFB:FBbt_20009309"
<http://purl.obolibrary.org/obo/FBbt_20009334>	"VFB:FBbt_20009334"
<http://purl.obolibrary.org/obo/FBbt_20010966>	"VFB:FBbt_20010966"
<http://purl.obolibrary.org/obo/FBbt_20010112>	"VFB:FBbt_20010112"
<http://purl.obolibrary.org/obo/FBbt_20010036>	"VFB:FBbt_20010036"
<http://purl.obolibrary.org/obo/FBbt_20010620>	"VFB:FBbt_20010620"
<http://purl.obolibrary.org/obo/FBbt_20009430>	"VFB:FBbt_20009430"
<http://purl.obolibrary.org/obo/FBbt_20011147>	"VFB:FBbt_20011147"
<http://purl.obolibrary.org/obo/FBbt_20009850>	"VFB:FBbt_20009850"
<http://purl.obolibrary.org/obo/FBbt_20008142>	"VFB:FBbt_20008142"
<http://purl.obolibrary.org/obo/FBbt_20007968>	"VFB:FBbt_20007968"
<http://purl.obolibrary.org/obo/FBbt_20011218>	"VFB:FBbt_20011218"
<http://purl.obolibrary.org/obo/FBbt_20011243>	"VFB:FBbt_20011243"
<http://purl.obolibrary.org/obo/FBbt_20008191>	"VFB:FBbt_20008191"
<http://purl.obolibrary.org/obo/FBbt_20009597>	"VFB:FBbt_20009597"
<http://purl.obolibrary.org/obo/FBbt_20008640>	"VFB:FBbt_20008640"
<http://purl.obolibrary.org/obo/FBbt_20011042>	"VFB:FBbt_20011042"
<http://purl.obolibrary.org/obo/FBbt_20010375>	"VFB:FBbt_20010375"
<http://purl.obolibrary.org/obo/FBbt_20008005>	"VFB:FBbt_20008005"
<http://purl.obolibrary.org/obo/FBbt_00004640>	"https://www.ento.csiro.au/biology/drosophila/melanogaster.html?legs"
<http://purl.obolibrary.org/obo/FBbt_00004640>	"UBERON:0005895"
<http://purl.obolibrary.org/obo/FBbt_20010883>	"VFB:FBbt_20010883"
<http://purl.obolibrary.org/obo/FBbt_20010471>	"VFB:FBbt_20010471"
<http://purl.obolibrary.org/obo/FBbt_20007863>	"VFB:FBbt_20007863"
<http://purl.obolibrary.org/obo/FBbt_20009522>	"VFB:FBbt_20009522"
<http://purl.obolibrary.org/obo/FBbt_20008742>	"VFB:FBbt_20008742"
<http://purl.obolibrary.org/obo/FBbt_20009858>	"VFB:FBbt_20009858"
<http://purl.obolibrary.org/obo/FBbt_20009975>	"VFB:FBbt_20009975"
<http://purl.obolibrary.org/obo/FBbt_20010072>	"VFB:FBbt_20010072"
<http://purl.obolibrary.org/obo/FBbt_20008100>	"VFB:FBbt_20008100"
<http://purl.obolibrary.org/obo/FBbt_20010523>	"VFB:FBbt_20010523"
<http://purl.obolibrary.org/obo/FBbt_20008648>	"VFB:FBbt_20008648"
<http://purl.obolibrary.org/obo/FBbt_20007731>	"VFB:FBbt_20007731"
<http://purl.obolibrary.org/obo/FBbt_20008852>	"VFB:FBbt_20008852"
<http://purl.obolibrary.org/obo/FBbt_20008038>	"VFB:FBbt_20008038"
<http://purl.obolibrary.org/obo/FBbt_20010333>	"VFB:FBbt_20010333"
<http://purl.obolibrary.org/obo/FBbt_20009626>	"VFB:FBbt_20009626"
<http://purl.obolibrary.org/obo/FBbt_20009140>	"VFB:FBbt_20009140"
<http://purl.obolibrary.org/obo/FBbt_20010806>	"VFB:FBbt_20010806"
<http://purl.obolibrary.org/obo/FBbt_20010633>	"VFB:FBbt_20010633"
<http://purl.obolibrary.org/obo/FBbt_00004096>	"VFB:FBbt_00004096"
<http://purl.obolibrary.org/obo/FBbt_20008363>	"VFB:FBbt_20008363"
<http://purl.obolibrary.org/obo/FBbt_20009154>	"VFB:FBbt_20009154"
<http://purl.obolibrary.org/obo/FBbt_20008589>	"VFB:FBbt_20008589"
<http://purl.obolibrary.org/obo/FBbt_20010786>	"VFB:FBbt_20010786"
<http://purl.obolibrary.org/obo/FBbt_20008082>	"VFB:FBbt_20008082"
<http://purl.obolibrary.org/obo/FBbt_20009680>	"VFB:FBbt_20009680"
<http://purl.obolibrary.org/obo/FBbt_20010990>	"VFB:FBbt_20010990"
<http://purl.obolibrary.org/obo/FBbt_20010176>	"VFB:FBbt_20010176"
<http://purl.obolibrary.org/obo/FBbt_20008377>	"VFB:FBbt_20008377"
<http://purl.obolibrary.org/obo/FBbt_20009250>	"VFB:FBbt_20009250"
<http://purl.obolibrary.org/obo/FBbt_20009889>	"VFB:FBbt_20009889"
<http://purl.obolibrary.org/obo/FBbt_20009264>	"VFB:FBbt_20009264"
<http://purl.obolibrary.org/obo/FBbt_20010896>	"VFB:FBbt_20010896"
<http://purl.obolibrary.org/obo/FBbt_20011292>	"VFB:FBbt_20011292"
<http://purl.obolibrary.org/obo/FBbt_20010437>	"VFB:FBbt_20010437"
<http://purl.obolibrary.org/obo/FBbt_20010286>	"VFB:FBbt_20010286"
<http://purl.obolibrary.org/obo/FBbt_20008755>	"VFB:FBbt_20008755"
<http://purl.obolibrary.org/obo/FBbt_20007683>	"VFB:FBbt_20007683"
<http://purl.obolibrary.org/obo/FBbt_20010998>	"VFB:FBbt_20010998"
<http://purl.obolibrary.org/obo/FBbt_20008562>	"VFB:FBbt_20008562"
<http://purl.obolibrary.org/obo/FBbt_20009089>	"VFB:FBbt_20009089"
<http://purl.obolibrary.org/obo/FBbt_20009068>	"VFB:FBbt_20009068"
<http://purl.obolibrary.org/obo/FBbt_20007785>	"VFB:FBbt_20007785"
<http://purl.obolibrary.org/obo/FBbt_20009583>	"VFB:FBbt_20009583"
<http://purl.obolibrary.org/obo/FBbt_20008672>	"VFB:FBbt_20008672"
<http://purl.obolibrary.org/obo/FBbt_20010612>	"VFB:FBbt_20010612"
<http://purl.obolibrary.org/obo/FBbt_20008813>	"VFB:FBbt_20008813"
<http://purl.obolibrary.org/obo/FBbt_20009446>	"VFB:FBbt_20009446"
<http://purl.obolibrary.org/obo/FBbt_20009693>	"VFB:FBbt_20009693"
<http://purl.obolibrary.org/obo/FBbt_20010626>	"VFB:FBbt_20010626"
<http://purl.obolibrary.org/obo/FBbt_20008183>	"VFB:FBbt_20008183"
<http://purl.obolibrary.org/obo/FBbt_00004108>	"VFB:FBbt_00004108"
<http://purl.obolibrary.org/obo/FBbt_20008197>	"VFB:FBbt_20008197"
<http://purl.obolibrary.org/obo/FBbt_20009771>	"VFB:FBbt_20009771"
<http://purl.obolibrary.org/obo/FBbt_20009243>	"VFB:FBbt_20009243"
<http://purl.obolibrary.org/obo/FBbt_20010951>	"VFB:FBbt_20010951"
<http://purl.obolibrary.org/obo/FBbt_20009785>	"VFB:FBbt_20009785"
<http://purl.obolibrary.org/obo/FBbt_20008976>	"VFB:FBbt_20008976"
<http://purl.obolibrary.org/obo/FBbt_20010889>	"VFB:FBbt_20010889"
<http://purl.obolibrary.org/obo/FBbt_20008917>	"VFB:FBbt_20008917"
<http://purl.obolibrary.org/obo/FBbt_20009021>	"VFB:FBbt_20009021"
<http://purl.obolibrary.org/obo/FBbt_20010257>	"VFB:FBbt_20010257"
<http://purl.obolibrary.org/obo/FBbt_20008575>	"VFB:FBbt_20008575"
<http://purl.obolibrary.org/obo/FBbt_20008844>	"VFB:FBbt_20008844"
<http://purl.obolibrary.org/obo/FBbt_20010564>	"VFB:FBbt_20010564"
<http://purl.obolibrary.org/obo/FBbt_20007947>	"VFB:FBbt_20007947"
<http://purl.obolibrary.org/obo/FBbt_20011116>	"VFB:FBbt_20011116"
<http://purl.obolibrary.org/obo/FBbt_20010339>	"VFB:FBbt_20010339"
<http://purl.obolibrary.org/obo/FBbt_20011021>	"VFB:FBbt_20011021"
<http://purl.obolibrary.org/obo/FBbt_20010847>	"VFB:FBbt_20010847"
<http://purl.obolibrary.org/obo/FBbt_20009146>	"VFB:FBbt_20009146"
<http://purl.obolibrary.org/obo/FBbt_20008379>	"VFB:FBbt_20008379"
<http://purl.obolibrary.org/obo/FBbt_20007842>	"VFB:FBbt_20007842"
<http://purl.obolibrary.org/obo/FBbt_20009501>	"VFB:FBbt_20009501"
<http://purl.obolibrary.org/obo/FBbt_20011226>	"VFB:FBbt_20011226"
<http://purl.obolibrary.org/obo/FBbt_20011070>	"VFB:FBbt_20011070"
<http://purl.obolibrary.org/obo/FBbt_20009195>	"VFB:FBbt_20009195"
<http://purl.obolibrary.org/obo/FBbt_20007891>	"VFB:FBbt_20007891"
<http://purl.obolibrary.org/obo/FBbt_20010727>	"VFB:FBbt_20010727"
<http://purl.obolibrary.org/obo/FBbt_20008023>	"VFB:FBbt_20008023"
<http://purl.obolibrary.org/obo/FBbt_20011131>	"VFB:FBbt_20011131"
<http://purl.obolibrary.org/obo/FBbt_20009407>	"VFB:FBbt_20009407"
<http://purl.obolibrary.org/obo/FBbt_20009256>	"VFB:FBbt_20009256"
<http://purl.obolibrary.org/obo/FBbt_20008489>	"VFB:FBbt_20008489"
<http://purl.obolibrary.org/obo/FBbt_20007952>	"VFB:FBbt_20007952"
<http://purl.obolibrary.org/obo/FBbt_20009611>	"VFB:FBbt_20009611"
<http://purl.obolibrary.org/obo/FBbt_20010210>	"VFB:FBbt_20010210"
<http://purl.obolibrary.org/obo/FBbt_20010771>	"VFB:FBbt_20010771"
<http://purl.obolibrary.org/obo/FBbt_20010312>	"VFB:FBbt_20010312"
<http://purl.obolibrary.org/obo/FBbt_20009361>	"VFB:FBbt_20009361"
<http://purl.obolibrary.org/obo/FBbt_20008796>	"VFB:FBbt_20008796"
<http://purl.obolibrary.org/obo/FBbt_20010161>	"VFB:FBbt_20010161"
<http://purl.obolibrary.org/obo/FBbt_20008286>	"VFB:FBbt_20008286"
<http://purl.obolibrary.org/obo/FBbt_00047839>	"VFB:FBbt_00047839"
<http://purl.obolibrary.org/obo/FBbt_20007900>	"VFB:FBbt_20007900"
<http://purl.obolibrary.org/obo/FBbt_20009104>	"VFB:FBbt_20009104"
<http://purl.obolibrary.org/obo/FBbt_20009348>	"VFB:FBbt_20009348"
<http://purl.obolibrary.org/obo/FBbt_00047138>	"VFB:FBbt_00047138"
<http://purl.obolibrary.org/obo/FBbt_20009619>	"VFB:FBbt_20009619"
<http://purl.obolibrary.org/obo/FBbt_20009471>	"VFB:FBbt_20009471"
<http://purl.obolibrary.org/obo/FBbt_20010422>	"VFB:FBbt_20010422"
<http://purl.obolibrary.org/obo/FBbt_20009098>	"VFB:FBbt_20009098"
<http://purl.obolibrary.org/obo/FBbt_20008332>	"VFB:FBbt_20008332"
<http://purl.obolibrary.org/obo/FBbt_20007794>	"VFB:FBbt_20007794"
<http://purl.obolibrary.org/obo/FBbt_20008678>	"VFB:FBbt_20008678"
<http://purl.obolibrary.org/obo/FBbt_20009926>	"VFB:FBbt_20009926"
<http://purl.obolibrary.org/obo/FBbt_20009905>	"VFB:FBbt_20009905"
<http://purl.obolibrary.org/obo/FBbt_20009514>	"VFB:FBbt_20009514"
<http://purl.obolibrary.org/obo/FBbt_20010618>	"VFB:FBbt_20010618"
<http://purl.obolibrary.org/obo/FBbt_20007808>	"VFB:FBbt_20007808"
<http://purl.obolibrary.org/obo/FBbt_20008442>	"VFB:FBbt_20008442"
<http://purl.obolibrary.org/obo/FBbt_20010159>	"VFB:FBbt_20010159"
<http://purl.obolibrary.org/obo/FBbt_20008950>	"VFB:FBbt_20008950"
<http://purl.obolibrary.org/obo/FBbt_20010667>	"VFB:FBbt_20010667"
<http://purl.obolibrary.org/obo/FBbt_20009306>	"VFB:FBbt_20009306"
<http://purl.obolibrary.org/obo/FBbt_20008964>	"VFB:FBbt_20008964"
<http://purl.obolibrary.org/obo/FBbt_20008189>	"VFB:FBbt_20008189"
<http://purl.obolibrary.org/obo/FBbt_20010064>	"VFB:FBbt_20010064"
<http://purl.obolibrary.org/obo/FBbt_20008526>	"VFB:FBbt_20008526"
<http://purl.obolibrary.org/obo/FBbt_20011102>	"VFB:FBbt_20011102"
<http://purl.obolibrary.org/obo/FBbt_20010052>	"VFB:FBbt_20010052"
<http://purl.obolibrary.org/obo/FBbt_20010325>	"VFB:FBbt_20010325"
<http://purl.obolibrary.org/obo/FBbt_20008475>	"VFB:FBbt_20008475"
<http://purl.obolibrary.org/obo/FBbt_20008636>	"VFB:FBbt_20008636"
<http://purl.obolibrary.org/obo/FBbt_20010833>	"VFB:FBbt_20010833"
<http://purl.obolibrary.org/obo/FBbt_20008958>	"VFB:FBbt_20008958"
<http://purl.obolibrary.org/obo/FBbt_20011212>	"VFB:FBbt_20011212"
<http://purl.obolibrary.org/obo/FBbt_20009181>	"VFB:FBbt_20009181"
<http://purl.obolibrary.org/obo/FBbt_20008789>	"VFB:FBbt_20008789"
<http://purl.obolibrary.org/obo/FBbt_00047176>	"VFB:FBbt_00047176"
<http://purl.obolibrary.org/obo/FBbt_20009808>	"VFB:FBbt_20009808"
<http://purl.obolibrary.org/obo/FBbt_20008147>	"VFB:FBbt_20008147"
<http://purl.obolibrary.org/obo/FBbt_20009464>	"VFB:FBbt_20009464"
<http://purl.obolibrary.org/obo/FBbt_20008902>	"VFB:FBbt_20008902"
<http://purl.obolibrary.org/obo/FBbt_20009291>	"VFB:FBbt_20009291"
<http://purl.obolibrary.org/obo/FBbt_20008899>	"VFB:FBbt_20008899"
<http://purl.obolibrary.org/obo/FBbt_20009735>	"VFB:FBbt_20009735"
<http://purl.obolibrary.org/obo/FBbt_20010915>	"VFB:FBbt_20010915"
<http://purl.obolibrary.org/obo/FBbt_20007730>	"VFB:FBbt_20007730"
<http://purl.obolibrary.org/obo/FBbt_20010010>	"VFB:FBbt_20010010"
<http://purl.obolibrary.org/obo/FBbt_20011062>	"VFB:FBbt_20011062"
<http://purl.obolibrary.org/obo/FBbt_00001380>	"VFB:FBbt_00001380"
<http://purl.obolibrary.org/obo/FBbt_20008408>	"VFB:FBbt_20008408"
<http://purl.obolibrary.org/obo/FBbt_20011245>	"VFB:FBbt_20011245"
<http://purl.obolibrary.org/obo/FBbt_20007883>	"VFB:FBbt_20007883"
<http://purl.obolibrary.org/obo/FBbt_20011076>	"VFB:FBbt_20011076"
<http://purl.obolibrary.org/obo/FBbt_00001394>	"VFB:FBbt_00001394"
<http://purl.obolibrary.org/obo/FBbt_20007897>	"VFB:FBbt_20007897"
<http://purl.obolibrary.org/obo/FBbt_20011323>	"VFB:FBbt_20011323"
<http://purl.obolibrary.org/obo/FBbt_20011172>	"VFB:FBbt_20011172"
<http://purl.obolibrary.org/obo/FBbt_20007993>	"VFB:FBbt_20007993"
<http://purl.obolibrary.org/obo/FBbt_20009620>	"VFB:FBbt_20009620"
<http://purl.obolibrary.org/obo/FBbt_20011186>	"VFB:FBbt_20011186"
<http://purl.obolibrary.org/obo/FBbt_20007738>	"VFB:FBbt_20007738"
<http://purl.obolibrary.org/obo/FBbt_20008593>	"VFB:FBbt_20008593"
<http://purl.obolibrary.org/obo/FBbt_00001388>	"VFB:FBbt_00001388"
<http://purl.obolibrary.org/obo/FBbt_20009367>	"VFB:FBbt_20009367"
<http://purl.obolibrary.org/obo/FBbt_20010170>	"VFB:FBbt_20010170"
<http://purl.obolibrary.org/obo/FBbt_20010145>	"VFB:FBbt_20010145"
<http://purl.obolibrary.org/obo/FBbt_20008295>	"VFB:FBbt_20008295"
<http://purl.obolibrary.org/obo/FBbt_20010653>	"VFB:FBbt_20010653"
<http://purl.obolibrary.org/obo/FBbt_20011009>	"VFB:FBbt_20011009"
<http://purl.obolibrary.org/obo/FBbt_20009883>	"VFB:FBbt_20009883"
<http://purl.obolibrary.org/obo/FBbt_20009477>	"VFB:FBbt_20009477"
<http://purl.obolibrary.org/obo/FBbt_20009628>	"VFB:FBbt_20009628"
<http://purl.obolibrary.org/obo/FBbt_20010431>	"VFB:FBbt_20010431"
<http://purl.obolibrary.org/obo/FBbt_20010428>	"VFB:FBbt_20010428"
<http://purl.obolibrary.org/obo/FBbt_20008397>	"VFB:FBbt_20008397"
<http://purl.obolibrary.org/obo/FBbt_20010280>	"VFB:FBbt_20010280"
<http://purl.obolibrary.org/obo/FBbt_20009284>	"VFB:FBbt_20009284"
<http://purl.obolibrary.org/obo/FBbt_20010594>	"VFB:FBbt_20010594"
<http://purl.obolibrary.org/obo/FBbt_20010992>	"VFB:FBbt_20010992"
<http://purl.obolibrary.org/obo/FBbt_20009555>	"VFB:FBbt_20009555"
<http://purl.obolibrary.org/obo/FBbt_20010178>	"VFB:FBbt_20010178"
<http://purl.obolibrary.org/obo/FBbt_20010735>	"VFB:FBbt_20010735"
<http://purl.obolibrary.org/obo/FBbt_20007723>	"VFB:FBbt_20007723"
<http://purl.obolibrary.org/obo/FBbt_20010103>	"VFB:FBbt_20010103"
<http://purl.obolibrary.org/obo/FBbt_20009569>	"VFB:FBbt_20009569"
<http://purl.obolibrary.org/obo/FBbt_20008775>	"VFB:FBbt_20008775"
<http://purl.obolibrary.org/obo/FBbt_20009083>	"VFB:FBbt_20009083"
<http://purl.obolibrary.org/obo/FBbt_20009062>	"VFB:FBbt_20009062"
<http://purl.obolibrary.org/obo/FBbt_00004783>	"https://www.ento.csiro.au/biology/drosophila/melanogaster.html?halter"
<http://purl.obolibrary.org/obo/FBbt_00004783>	"UBERON:0000987"
<http://purl.obolibrary.org/obo/FBbt_20010288>	"VFB:FBbt_20010288"
<http://purl.obolibrary.org/obo/FBbt_20008885>	"VFB:FBbt_20008885"
<http://purl.obolibrary.org/obo/FBbt_20011165>	"VFB:FBbt_20011165"
<http://purl.obolibrary.org/obo/FBbt_20007986>	"VFB:FBbt_20007986"
<http://purl.obolibrary.org/obo/FBbt_00110174>	"VFB:FBbt_00110174"
<http://purl.obolibrary.org/obo/FBbt_20009588>	"VFB:FBbt_20009588"
<http://purl.obolibrary.org/obo/FBbt_20010901>	"VFB:FBbt_20010901"
<http://purl.obolibrary.org/obo/FBbt_20010366>	"VFB:FBbt_20010366"
<http://purl.obolibrary.org/obo/FBbt_20010839>	"VFB:FBbt_20010839"
<http://purl.obolibrary.org/obo/FBbt_20008350>	"VFB:FBbt_20008350"
<http://purl.obolibrary.org/obo/FBbt_20009187>	"VFB:FBbt_20009187"
<http://purl.obolibrary.org/obo/FBbt_20010917>	"VFB:FBbt_20010917"
<http://purl.obolibrary.org/obo/FBbt_20008213>	"VFB:FBbt_20008213"
<http://purl.obolibrary.org/obo/FBbt_20008460>	"VFB:FBbt_20008460"
<http://purl.obolibrary.org/obo/FBbt_20009297>	"VFB:FBbt_20009297"
<http://purl.obolibrary.org/obo/FBbt_20010273>	"VFB:FBbt_20010273"
<http://purl.obolibrary.org/obo/FBbt_20009910>	"VFB:FBbt_20009910"
<http://purl.obolibrary.org/obo/FBbt_20010555>	"VFB:FBbt_20010555"
<http://purl.obolibrary.org/obo/FBbt_20010351>	"VFB:FBbt_20010351"
<http://purl.obolibrary.org/obo/FBbt_20011329>	"VFB:FBbt_20011329"
<http://purl.obolibrary.org/obo/FBbt_20008736>	"VFB:FBbt_20008736"
<http://purl.obolibrary.org/obo/FBbt_20009658>	"VFB:FBbt_20009658"
<http://purl.obolibrary.org/obo/FBbt_20010461>	"VFB:FBbt_20010461"
<http://purl.obolibrary.org/obo/FBbt_20010206>	"VFB:FBbt_20010206"
<http://purl.obolibrary.org/obo/FBbt_20008116>	"VFB:FBbt_20008116"
<http://purl.obolibrary.org/obo/FBbt_20009918>	"VFB:FBbt_20009918"
<http://purl.obolibrary.org/obo/FBbt_20011283>	"VFB:FBbt_20011283"
<http://purl.obolibrary.org/obo/FBbt_20011258>	"VFB:FBbt_20011258"
<http://purl.obolibrary.org/obo/FBbt_20010721>	"VFB:FBbt_20010721"
<http://purl.obolibrary.org/obo/FBbt_20008846>	"VFB:FBbt_20008846"
<http://purl.obolibrary.org/obo/FBbt_20010359>	"VFB:FBbt_20010359"
<http://purl.obolibrary.org/obo/FBbt_20010659>	"VFB:FBbt_20010659"
<http://purl.obolibrary.org/obo/FBbt_20008170>	"VFB:FBbt_20008170"
<http://purl.obolibrary.org/obo/FBbt_20011246>	"VFB:FBbt_20011246"
<http://purl.obolibrary.org/obo/FBbt_20008226>	"VFB:FBbt_20008226"
<http://purl.obolibrary.org/obo/FBbt_20009824>	"VFB:FBbt_20009824"
<http://purl.obolibrary.org/obo/FBbt_20010469>	"VFB:FBbt_20010469"
<http://purl.obolibrary.org/obo/FBbt_20010494>	"VFB:FBbt_20010494"
<http://purl.obolibrary.org/obo/FBbt_20009105>	"VFB:FBbt_20009105"
<http://purl.obolibrary.org/obo/FBbt_20009352>	"VFB:FBbt_20009352"
<http://purl.obolibrary.org/obo/FBbt_20008280>	"VFB:FBbt_20008280"
<http://purl.obolibrary.org/obo/FBbt_20008328>	"VFB:FBbt_20008328"
<http://purl.obolibrary.org/obo/FBbt_20009054>	"VFB:FBbt_20009054"
<http://purl.obolibrary.org/obo/FBbt_20009215>	"VFB:FBbt_20009215"
<http://purl.obolibrary.org/obo/FBbt_20007771>	"VFB:FBbt_20007771"
<http://purl.obolibrary.org/obo/FBbt_20008804>	"VFB:FBbt_20008804"
<http://purl.obolibrary.org/obo/FBbt_20010109>	"VFB:FBbt_20010109"
<http://purl.obolibrary.org/obo/FBbt_20010617>	"VFB:FBbt_20010617"
<http://purl.obolibrary.org/obo/FBbt_20011149>	"VFB:FBbt_20011149"
<http://purl.obolibrary.org/obo/FBbt_20008188>	"VFB:FBbt_20008188"
<http://purl.obolibrary.org/obo/FBbt_20009310>	"VFB:FBbt_20009310"
<http://purl.obolibrary.org/obo/FBbt_20010942>	"VFB:FBbt_20010942"
<http://purl.obolibrary.org/obo/FBbt_20008941>	"VFB:FBbt_20008941"
<http://purl.obolibrary.org/obo/FBbt_20010661>	"VFB:FBbt_20010661"
<http://purl.obolibrary.org/obo/FBbt_20009776>	"VFB:FBbt_20009776"
<http://purl.obolibrary.org/obo/FBbt_20009248>	"VFB:FBbt_20009248"
<http://purl.obolibrary.org/obo/FBbt_20010956>	"VFB:FBbt_20010956"
<http://purl.obolibrary.org/obo/FBbt_20010026>	"VFB:FBbt_20010026"
<http://purl.obolibrary.org/obo/FBbt_20008520>	"VFB:FBbt_20008520"
<http://purl.obolibrary.org/obo/FBbt_20010541>	"VFB:FBbt_20010541"
<http://purl.obolibrary.org/obo/FBbt_20008691>	"VFB:FBbt_20008691"
<http://purl.obolibrary.org/obo/FBbt_20008056>	"VFB:FBbt_20008056"
<http://purl.obolibrary.org/obo/FBbt_20008476>	"VFB:FBbt_20008476"
<http://purl.obolibrary.org/obo/FBbt_20009573>	"VFB:FBbt_20009573"
<http://purl.obolibrary.org/obo/FBbt_20009118>	"VFB:FBbt_20009118"
<http://purl.obolibrary.org/obo/FBbt_00053283>	"VFB:FBbt_00053283"
<http://purl.obolibrary.org/obo/FBbt_20010824>	"VFB:FBbt_20010824"
<http://purl.obolibrary.org/obo/FBbt_20011107>	"VFB:FBbt_20011107"
<http://purl.obolibrary.org/obo/FBbt_20008783>	"VFB:FBbt_20008783"
<http://purl.obolibrary.org/obo/FBbt_20010059>	"VFB:FBbt_20010059"
<http://purl.obolibrary.org/obo/FBbt_20008528>	"VFB:FBbt_20008528"
<http://purl.obolibrary.org/obo/FBbt_20009951>	"VFB:FBbt_20009951"
<http://purl.obolibrary.org/obo/FBbt_20009965>	"VFB:FBbt_20009965"
<http://purl.obolibrary.org/obo/FBbt_20011217>	"VFB:FBbt_20011217"
<http://purl.obolibrary.org/obo/FBbt_20010692>	"VFB:FBbt_20010692"
<http://purl.obolibrary.org/obo/FBbt_20008893>	"VFB:FBbt_20008893"
