type	class	hemilineage	systematicType	subclass	somaNeuromere	birthtime	celltypePredictedNt	count(n)	common_target	common_origin	common_entryNerve	common_exitNerve	common_longTract
IN14A077	{'intrinsic neuron'}	{'14A'}	{'IN14A077'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A078	{'intrinsic neuron'}	{'14A'}	{'IN14A078'}	{'CR'}	{'T2', 'T1'}	{'secondary'}	{'glutamate'}	11	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A079	{'intrinsic neuron'}	{'14A'}	{'IN14A079'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A080	{'intrinsic neuron'}	{'14A'}	{'IN14A080'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A081	{'intrinsic neuron'}	{'14A'}	{'IN14A081'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A082	{'intrinsic neuron'}	{'14A'}	{'IN14A082'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	3	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A083	{'intrinsic neuron'}	{'14A'}	{'IN14A083'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A084	{'intrinsic neuron'}	{'14A'}	{'IN14A084'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A085	{'intrinsic neuron'}	{'14A'}	{'IN14A085'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A086	{'intrinsic neuron'}	{'14A'}	{'IN14A086'}	{'CR'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A087	{'intrinsic neuron'}	{'14A'}	{'IN14A087'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A088	{'intrinsic neuron'}	{'14A'}	{'IN14A088'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A089	{'intrinsic neuron'}	{'14A'}	{'IN14A089'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A090	{'intrinsic neuron'}	{'14A'}	{'IN14A090'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	8	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A091	{'intrinsic neuron'}	{'14A'}	{'IN14A091'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A092	{'intrinsic neuron'}	{'14A'}	{'IN14A092'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A093	{'intrinsic neuron'}	{'14A'}	{'IN14A093'}	{'CI'}	{'T2'}	{'secondary'}	{'glutamate'}	3	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A094	{'intrinsic neuron'}	{'14A'}	{'IN14A094'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	1	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A095	{'intrinsic neuron'}	{'14A'}	{'IN14A095'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A096	{'intrinsic neuron'}	{'14A'}	{'IN14A096'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A097	{'intrinsic neuron'}	{'14A'}	{'IN14A097'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A098	{'intrinsic neuron'}	{'14A'}	{'IN14A098'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A099	{'intrinsic neuron'}	{'14A'}	{'IN14A099'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A100	{'intrinsic neuron'}	{'14A'}	{'IN14A100'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A101	{'intrinsic neuron'}	{'14A'}	{'IN14A101'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A102	{'intrinsic neuron'}	{'14A'}	{'IN14A102'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A103	{'intrinsic neuron'}	{'14A'}	{'IN14A103'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A104	{'intrinsic neuron'}	{'14A'}	{'IN14A104'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A105	{'intrinsic neuron'}	{'14A'}	{'IN14A105'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A106	{'intrinsic neuron'}	{'14A'}	{'IN14A106'}	{'CR'}	{'T2', 'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A107	{'intrinsic neuron'}	{'14A'}	{'IN14A107'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A108	{'intrinsic neuron'}	{'14A'}	{'IN14A108'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A109	{'intrinsic neuron'}	{'14A'}	{'IN14A109'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A110	{'intrinsic neuron'}	{'14A'}	{'IN14A110'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	10	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A111	{'intrinsic neuron'}	{'14A'}	{'IN14A111'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A112	{'intrinsic neuron'}	{'14A'}	{'IN14A112'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A113	{'intrinsic neuron'}	{'14A'}	{'IN14A113'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	3	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A114	{'intrinsic neuron'}	{'14A'}	{'IN14A114'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A115	{'intrinsic neuron'}	{'14A'}	{'IN14A115'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	3	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A116	{'intrinsic neuron'}	{'14A'}	{'IN14A116'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A117	{'intrinsic neuron'}	{'14A'}	{'IN14A117'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A118	{'intrinsic neuron'}	{'14A'}	{'IN14A118'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A119	{'intrinsic neuron'}	{'14A'}	{'IN14A119'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A120	{'intrinsic neuron'}	{'14A'}	{'IN14A120'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A121	{'intrinsic neuron'}	{'14A'}	{'IN14A121'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	3	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A122	{'intrinsic neuron'}	{'14A'}	{'IN14A122'}	{'BR'}	{'T2'}	{'secondary'}	{'glutamate'}	1	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A123	{'intrinsic neuron'}	{'14A'}	{'IN14A123'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A124	{'intrinsic neuron'}	{'14A'}	{'IN14A124'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	1	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14B001	{'intrinsic neuron'}	{'14B'}	{'IN14B001'}	{'BI'}	{'T2'}	{'primary'}	{'gaba'}	2	{'LegNpT3', 'LegNpT2'}	{'LegNpT1', 'LegNpT2'}	{None}	{None}	{None}
IN14B002	{'intrinsic neuron'}	{'14B'}	{'IN14B002'}	{'BI'}	{'T1'}	{'primary'}	{'gaba'}	2	{'LegNp'}	{'IntTct', 'LegNpT1'}	{None}	{None}	{None}
IN14B003	{'intrinsic neuron'}	{'14B'}	{'IN14B003'}	{'BI'}	{'T3'}	{'primary'}	{'gaba'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
IN14B004	{'intrinsic neuron'}	{'14B'}	{'IN14B004'}	{'BI'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1', 'LegNpT2'}	{'LegNpT1'}	{None}	{None}	{None}
IN14B005	{'intrinsic neuron'}	{'14B'}	{'IN14B005'}	{'BR'}	{'T1', 'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14B006	{'intrinsic neuron'}	{'14B'}	{'IN14B006'}	{'BR'}	{'T3'}	{'primary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14B007	{'intrinsic neuron'}	{'14B'}	{'IN14B007'}	{'BI'}	{'T2', 'T1'}	{'primary'}	{'gaba'}	4	{None}	{None}	{None}	{None}	{None}
IN14B008	{'intrinsic neuron'}	{'14B'}	{'IN14B008'}	{'BI'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'ANm'}	{'LegNpT3', 'LegNpT2'}	{None}	{None}	{None}
IN14B009	{'intrinsic neuron'}	{'14B'}	{'IN14B009'}	{'BI'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{None}	{'multi'}	{None}	{None}	{None}
IN14B010	{'intrinsic neuron'}	{'14B'}	{'IN14B010'}	{'BR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14B011	{'intrinsic neuron'}	{'14B'}	{'IN14B011'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14B012	{'intrinsic neuron'}	{'14B'}	{'IN14B012'}	{'BI'}	{'T2', 'T3'}	{'primary'}	{'gaba'}	4	{'IntTct', 'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14B013	{'intrinsic neuron'}	{'14B'}	{'IN14B013'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14B014	{'intrinsic neuron'}	{'14B'}	{'IN14B014'}	{'BI'}	{'T1'}	{'secondary'}	{'glutamate'}	1	{'LegNpT1'}	{'multi'}	{None}	{None}	{None}
IN16B014	{'intrinsic neuron'}	{'16B'}	{'IN16B014'}	{'BI'}	{'T1'}	{'primary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B016	{'intrinsic neuron'}	{'16B'}	{'IN16B016'}	{'IR', 'II'}	{'T1', 'T3', 'T2'}	{'primary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B018	{'intrinsic neuron'}	{'16B'}	{'IN16B018'}	{'IR'}	{'T1', 'T3', 'T2'}	{'primary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{'MetaLN'}	{None}
IN16B020	{'intrinsic neuron'}	{'16B'}	{'IN16B020'}	{'BR', 'IR'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B022	{'intrinsic neuron'}	{'16B'}	{'IN16B022'}	{'IR'}	{'T2', 'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B024	{'intrinsic neuron'}	{'16B'}	{'IN16B024'}	{'IR'}	{'T3'}	{'primary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B029	{'intrinsic neuron'}	{'16B'}	{'IN16B029'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B030	{'intrinsic neuron'}	{'16B'}	{'IN16B030'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B032	{'intrinsic neuron'}	{'16B'}	{'IN16B032'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B033	{'intrinsic neuron'}	{'16B'}	{'IN16B033'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B034	{'intrinsic neuron'}	{'16B'}	{'IN16B034'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B036	{'intrinsic neuron'}	{'16B'}	{'IN16B036'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B037	{'intrinsic neuron'}	{'16B'}	{'IN16B037'}	{'II'}	{'T1', 'T3', 'T2'}	{'primary'}	{'glutamate'}	6	{None}	{'LegNp'}	{None}	{None}	{None}
IN16B038	{'intrinsic neuron'}	{'16B'}	{'IN16B038'}	{'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B039	{'intrinsic neuron'}	{'16B'}	{'IN16B039'}	{'IR'}	{'T2', 'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B040	{'intrinsic neuron'}	{'16B'}	{'IN16B040'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B041	{'intrinsic neuron'}	{'16B'}	{'IN16B041'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B042	{'intrinsic neuron'}	{'16B'}	{'IN16B042'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	12	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B045	{'intrinsic neuron'}	{'16B'}	{'IN16B045'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	12	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B046	{'intrinsic neuron'}	{'16B'}	{'IN16B046'}	{'II'}	{'T1'}	{'secondary'}	{'glutamate'}	5	{'Tct'}	{None}	{None}	{None}	{None}
IN16B047	{'intrinsic neuron'}	{'16B'}	{'IN16B047'}	{'II'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{None}	{None}	{None}	{None}	{None}
IN16B048	{'intrinsic neuron'}	{'16B'}	{'IN16B048'}	{'II'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'multi'}	{'HTct', 'WTct'}	{None}	{None}	{None}
IN16B049	{'intrinsic neuron'}	{'16B'}	{'IN16B049'}	{'BR'}	{'A8', 'A7'}	{'primary'}	{'glutamate'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
IN16B050	{'intrinsic neuron'}	{'16B'}	{'IN16B050'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B051	{'intrinsic neuron'}	{'16B'}	{'IN16B051'}	{'II'}	{'T3'}	{'secondary'}	{'glutamate'}	4	{'HTct', 'IntTct'}	{'HTct'}	{None}	{None}	{None}
IN16B052	{'intrinsic neuron'}	{'16B'}	{'IN16B052'}	{'BR', 'IR'}	{'T2', 'T3'}	{'secondary'}	{'glutamate'}	8	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B053	{'intrinsic neuron'}	{'16B'}	{'IN16B053'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B054	{'intrinsic neuron'}	{'16B'}	{'IN16B054'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B055	{'intrinsic neuron'}	{'16B'}	{'IN16B055'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	8	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B056	{'intrinsic neuron'}	{'16B'}	{'IN16B056'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B057	{'intrinsic neuron'}	{'16B'}	{'IN16B057'}	{'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	1	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B058	{'intrinsic neuron'}	{'16B'}	{'IN16B058'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B059	{'intrinsic neuron'}	{'16B'}	{'IN16B059'}	{'II'}	{'T3'}	{'secondary'}	{'glutamate'}	4	{'HTct'}	{'HTct'}	{None}	{None}	{None}
IN16B060	{'intrinsic neuron'}	{'16B'}	{'IN16B060'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B061	{'intrinsic neuron'}	{'16B'}	{'IN16B061'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	8	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B062	{'intrinsic neuron'}	{'16B'}	{'IN16B062'}	{'IR', 'II'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'WTct'}	{'WTct'}	{None}	{None}	{None}
IN16B063	{'intrinsic neuron'}	{'16B'}	{'IN16B063'}	{'II'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'WTct'}	{'WTct'}	{None}	{None}	{None}
IN16B064	{'intrinsic neuron'}	{'16B'}	{'IN16B064'}	{'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B065	{'intrinsic neuron'}	{'16B'}	{'IN16B065'}	{'IR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN16B066	{'intrinsic neuron'}	{'16B'}	{'IN16B066'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'HTct'}	{'HTct'}	{None}	{None}	{None}
IN16B067	{'intrinsic neuron'}	{'16B'}	{'IN16B067'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B068	{'intrinsic neuron'}	{'16B'}	{'IN16B068'}	{'II'}	{'T2'}	{'secondary'}	{'glutamate'}	6	{'WTct'}	{'WTct'}	{None}	{None}	{None}
IN16B069	{'intrinsic neuron'}	{'16B'}	{'IN16B069'}	{'IR', 'II'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'WTct'}	{'WTct'}	{None}	{None}	{None}
IN16B070	{'intrinsic neuron'}	{'16B'}	{'IN16B070'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B071	{'intrinsic neuron'}	{'16B'}	{'IN16B071'}	{'II'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'multi'}	{'multi'}	{None}	{None}	{None}
IN16B072	{'intrinsic neuron'}	{'16B'}	{'IN16B072'}	{'II'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'WTct'}	{'WTct', 'Ov'}	{None}	{None}	{None}
IN16B073	{'intrinsic neuron'}	{'16B'}	{'IN16B073'}	{'IR'}	{'T2'}	{'secondary'}	{'glutamate'}	7	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN16B074	{'intrinsic neuron'}	{'16B'}	{'IN16B074'}	{'IR'}	{'T2', 'T3'}	{'secondary'}	{'glutamate'}	8	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B075	{'intrinsic neuron'}	{'16B'}	{'IN16B075'}	{'IR'}	{'T2', 'T1'}	{'secondary'}	{'glutamate'}	20	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B076	{'intrinsic neuron'}	{'16B'}	{'IN16B076'}	{'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B077	{'intrinsic neuron'}	{'16B'}	{'IN16B077'}	{'IR', 'II'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	11	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B079	{'intrinsic neuron'}	{'16B'}	{'IN16B079'}	{'II'}	{'T2'}	{'secondary'}	{'glutamate'}	5	{None}	{'multi'}	{None}	{None}	{None}
IN16B080	{'intrinsic neuron'}	{'16B'}	{'IN16B080'}	{'BR', 'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	3	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B082	{'intrinsic neuron'}	{'16B'}	{'IN16B082'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B083	{'intrinsic neuron'}	{'16B'}	{'IN16B083'}	{'IR'}	{'T2', 'T1'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B084	{'intrinsic neuron'}	{'16B'}	{'IN16B084'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'HTct'}	{'HTct'}	{None}	{None}	{None}
IN16B085	{'intrinsic neuron'}	{'16B'}	{'IN16B085'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B086	{'intrinsic neuron'}	{'16B'}	{'IN16B086'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B087	{'intrinsic neuron'}	{'16B'}	{'IN16B087'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'HTct'}	{'HTct'}	{None}	{None}	{None}
IN16B088	{'intrinsic neuron'}	{'16B'}	{'IN16B088'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B089	{'intrinsic neuron'}	{'16B'}	{'IN16B089'}	{'IR', 'II'}	{'T3'}	{'secondary'}	{'glutamate'}	6	{'HTct'}	{'HTct'}	{None}	{None}	{None}
IN16B090	{'intrinsic neuron'}	{'16B'}	{'IN16B090'}	{'IR'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN16B091	{'intrinsic neuron'}	{'16B'}	{'IN16B091'}	{'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B092	{'intrinsic neuron'}	{'16B'}	{'IN16B092'}	{'II'}	{'T2'}	{'secondary'}	{'glutamate'}	5	{None}	{'IntTct', 'WTct'}	{None}	{None}	{None}
IN16B093	{'intrinsic neuron'}	{'16B'}	{'IN16B093'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	4	{'HTct'}	{'HTct'}	{None}	{None}	{None}
IN16B094	{'intrinsic neuron'}	{'16B'}	{'IN16B094'}	{'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN16B095	{'intrinsic neuron'}	{'16B'}	{'IN16B095'}	{'IR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN16B096	{'intrinsic neuron'}	{'16B'}	{'IN16B096'}	{'IR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN16B097	{'intrinsic neuron'}	{'16B'}	{'IN16B097'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B098	{'intrinsic neuron'}	{'16B'}	{'IN16B098'}	{'IR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN16B099	{'intrinsic neuron'}	{'16B'}	{'IN16B099'}	{'BR', 'BI', 'II'}	{'T2'}	{'secondary'}	{'glutamate'}	11	{'WTct'}	{'WTct'}	{None}	{None}	{None}
IN16B100	{'intrinsic neuron'}	{'16B'}	{'IN16B100'}	{'IR', 'II'}	{'T1'}	{'secondary'}	{'glutamate'}	9	{'NTct'}	{'NTct'}	{None}	{None}	{None}
