defined_class	defined_class_label	birth_notch	birth_notch_label	neuroblast	neuroblast_label	stage	stage_label	neurotransmitter	neurotransmitter_label	clone	clone_label	other_type	other_type_label	soma	soma_label	nb_label	other_synonyms	ito_lee	hartenstein	primary	secondary	reference	hartenstein_synonym_type	ito_lee_synonym_type	primary_synonym_type	secondary_synonym_type
FBbt:00050203	adult SMPad2 lineage neuron	FBbt:00005106	neuron	FBbt:00050201	neuroblast SMPad2	FBbt:00003004	adult			FBbt:00050202	adult SMPad2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SMPad2 lineage neuron		adult SMPad2 lineage neuron					http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050206	adult CLp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100598	neuroblast DPLc4	FBbt:00003004	adult			FBbt:00050205	adult CLp1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult CLp1 lineage neuron		adult CLp1 lineage neuron	adult DPLc4 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050209	adult VLPd&p1 lineage neuron	FBbt:00005106	neuron	FBbt:00100601	neuroblast DPLl2	FBbt:00003004	adult			FBbt:00050208	adult VLPd&p1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPd&p1 lineage neuron		adult VLPd&p1 lineage neuron	adult DPLl2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050212	adult VLPp2 lineage neuron	FBbt:00005106	neuron	FBbt:00100579	neuroblast DPMpl3	FBbt:00003004	adult			FBbt:00050211	adult VLPp2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPp2 lineage neuron		adult VLPp2 lineage neuron	adult DPMpl3 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050215	adult PSp1 lineage neuron	FBbt:00005106	neuron	FBbt:00050213	neuroblast DPMl2	FBbt:00003004	adult			FBbt:00050214	adult PSp1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult PSp1 lineage neuron		adult PSp1 lineage neuron	adult DPMl2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050218	adult SLPpm2 lineage neuron	FBbt:00005106	neuron	FBbt:00100596	neuroblast DPLc2	FBbt:00003004	adult			FBbt:00050217	adult SLPpm2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPpm2 lineage neuron		adult SLPpm2 lineage neuron	adult DPLc2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050221	adult SLPal1 lineage neuron	FBbt:00005106	neuron	FBbt:00100591	neuroblast DPLal1	FBbt:00003004	adult			FBbt:00050220	adult SLPal1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPal1 lineage neuron		adult SLPal1 lineage neuron	adult DPLal1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050224	adult AOTUv1 lineage neuron	FBbt:00005106	neuron	FBbt:00100549	neuroblast DALcm2	FBbt:00003004	adult			FBbt:00050223	adult AOTUv1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult AOTUv1 lineage neuron		adult AOTUv1 lineage neuron	adult DALcm2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050227	adult VLPl2 lineage neuron	FBbt:00005106	neuron	FBbt:00100613	neuroblast BLAv2	FBbt:00003004	adult			FBbt:00050226	adult VLPl2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPl2 lineage neuron		adult VLPl2 lineage neuron	adult BLAv2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050230	adult SLPpl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100600	neuroblast DPLl1	FBbt:00003004	adult			FBbt:00050229	adult SLPpl1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPpl1 lineage neuron		adult SLPpl1 lineage neuron	adult DPLl1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050233	adult VLPd1 lineage neuron	FBbt:00005106	neuron	FBbt:00100590	neuroblast DPLam	FBbt:00003004	adult			FBbt:00050232	adult VLPd1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPd1 lineage neuron		adult VLPd1 lineage neuron	adult DPLam lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050236	adult SLPp&v1 lineage neuron	FBbt:00005106	neuron	FBbt:00100604	neuroblast DPLp2	FBbt:00003004	adult			FBbt:00050235	adult SLPp&v1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPp&v1 lineage neuron		adult SLPp&v1 lineage neuron	adult DPLp2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050239	adult SLPav2 lineage neuron	FBbt:00005106	neuron	FBbt:00100621	neuroblast BLD2	FBbt:00003004	adult			FBbt:00050238	adult SLPav2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPav2 lineage neuron		adult SLPav2 lineage neuron	adult BLD2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050242	adult WEDd1 lineage neuron	FBbt:00005106	neuron	FBbt:00100550	neuroblast DALd	FBbt:00003004	adult			FBbt:00050241	adult WEDd1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult WEDd1 lineage neuron		adult WEDd1 lineage neuron	adult DALd lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050245	adult SMPad1 (male) lineage neuron	FBbt:00005106	neuron	FBbt:00050243	neuroblast SMPad1 (male)	FBbt:00003004	adult			FBbt:00050244	adult SMPad1 (male) lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SMPad1 (male) lineage neuron		adult SMPad1 (male) lineage neuron					http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050248	adult CREa1 (male) lineage neuron	FBbt:00005106	neuron	FBbt:00050246	neuroblast BAmd1 (male)	FBbt:00003004	adult			FBbt:00050247	adult CREa1 (male) lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult CREa1 (male) lineage neuron		adult CREa1 (male) lineage neuron	adult BAmd1 (male) lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050251	adult VPNp1 lineage neuron	FBbt:00005106	neuron	FBbt:00050249	neuroblast BLD5	FBbt:00003004	adult			FBbt:00050250	adult VPNp1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VPNp1 lineage neuron		adult VPNp1 lineage neuron	adult BLD5 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050254	adult DM4 lineage neuron	FBbt:00005106	neuron	FBbt:00050252	neuroblast CM4	FBbt:00003004	adult			FBbt:00050253	adult DM4 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult DM4 lineage neuron		adult DM4 lineage neuron	adult CM4 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0214495|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050257	adult LHl3 lineage neuron	FBbt:00005106	neuron	FBbt:00050255	neuroblast BLVa2b	FBbt:00003004	adult			FBbt:00050256	adult LHl3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHl3 lineage neuron		adult LHl3 lineage neuron	adult BLVa2b lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050260	adult VLPl4 lineage neuron	FBbt:00005106	neuron	FBbt:00100622	neuroblast BLD3	FBbt:00003004	adult			FBbt:00050259	adult VLPl4 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPl4 lineage neuron		adult VLPl4 lineage neuron	adult BLD3 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050263	adult LHl4 lineage neuron	FBbt:00005106	neuron	FBbt:00100620	neuroblast BLD1	FBbt:00003004	adult			FBbt:00050262	adult LHl4 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHl4 lineage neuron		adult LHl4 lineage neuron	adult BLD1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050266	adult SLPav1 lineage neuron	FBbt:00005106	neuron	FBbt:00100618	neuroblast BLAl1	FBbt:00003004	adult			FBbt:00050265	adult SLPav1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPav1 lineage neuron		adult SLPav1 lineage neuron	adult BLAl1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050269	adult SLPal2 lineage neuron	FBbt:00005106	neuron	FBbt:00100593	neuroblast DPLal3	FBbt:00003004	adult			FBbt:00050268	adult SLPal2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPal2 lineage neuron		adult SLPal2 lineage neuron	adult DPLal3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050272	adult MBp1 lineage neuron	FBbt:00005106	neuron	FBbt:00050270	neuroblast MBp1	FBbt:00003004	adult			FBbt:00050271	adult MBp1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult MBp1 lineage neuron		adult MBp1 lineage neuron	adult MBp1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050275	adult CREa2 lineage neuron	FBbt:00005106	neuron	FBbt:00100548	neuroblast DALcm1	FBbt:00003004	adult			FBbt:00050274	adult CREa2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult CREa2 lineage neuron		adult CREa2 lineage neuron	adult DALcm1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050278	adult SIPa1 lineage neuron	FBbt:00005106	neuron	FBbt:00100615	neuroblast BLAd2	FBbt:00003004	adult			FBbt:00050277	adult SIPa1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SIPa1 lineage neuron		adult SIPa1 lineage neuron	adult BLAd2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050281	adult LHa3 lineage neuron	FBbt:00005106	neuron	FBbt:00100631	neuroblast BLVa2	FBbt:00003004	adult			FBbt:00050280	adult LHa3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHa3 lineage neuron		adult LHa3 lineage neuron	adult BLVa2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051309	NB1-2 Notch OFF hemilineage primary neuron	FBbt:00047105	Notch OFF hemilineage primary neuron	FBbt:00001384	neuroblast NB1-2									FBbt:00007114	cell body rind of the central nervous system	NB1-2 Notch OFF hemilineage primary neuron	NB1-2 Notch OFF hemilineage embryonic neuron|NB1-2 Notch OFF hemilineage embryonic-born neuron|NB1-2 hemilineage B embryonic neuron|NB1-2 hemilineage B embryonic-born neuron|NB1-2 hemilineage B primary neuron|hemilineage 1B embryonic neuron|hemilineage 1B embryonic-born neuron			NB1-2 Notch OFF hemilineage primary neuron	hemilineage 1B primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051310	NB7-1 Notch OFF hemilineage primary neuron	FBbt:00047105	Notch OFF hemilineage primary neuron	FBbt:00001380	neuroblast NB7-1									FBbt:00007114	cell body rind of the central nervous system	NB7-1 Notch OFF hemilineage primary neuron	NB7-1 Notch OFF hemilineage embryonic neuron|NB7-1 Notch OFF hemilineage embryonic-born neuron|NB7-1 hemilineage B embryonic neuron|NB7-1 hemilineage B embryonic-born neuron|NB7-1 hemilineage B primary neuron|hemilineage 3B embryonic neuron|hemilineage 3B embryonic-born neuron			NB7-1 Notch OFF hemilineage primary neuron	hemilineage 3B primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051311	NB5-2 Notch OFF hemilineage primary neuron	FBbt:00047105	Notch OFF hemilineage primary neuron	FBbt:00001376	neuroblast NB5-2									FBbt:00007114	cell body rind of the central nervous system	NB5-2 Notch OFF hemilineage primary neuron	NB5-2 Notch OFF hemilineage embryonic neuron|NB5-2 Notch OFF hemilineage embryonic-born neuron|NB5-2 hemilineage B embryonic neuron|NB5-2 hemilineage B embryonic-born neuron|NB5-2 hemilineage B primary neuron|hemilineage 6B embryonic neuron|hemilineage 6B embryonic-born neuron			NB5-2 Notch OFF hemilineage primary neuron	hemilineage 6B primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051312	NB4-1 Notch OFF hemilineage primary neuron	FBbt:00047105	Notch OFF hemilineage primary neuron	FBbt:00001397	neuroblast NB4-1									FBbt:00007114	cell body rind of the central nervous system	NB4-1 Notch OFF hemilineage primary neuron	NB4-1 Notch OFF hemilineage embryonic neuron|NB4-1 Notch OFF hemilineage embryonic-born neuron|NB4-1 hemilineage B embryonic neuron|NB4-1 hemilineage B embryonic-born neuron|NB4-1 hemilineage B primary neuron|hemilineage 14B embryonic neuron|hemilineage 14B embryonic-born neuron			NB4-1 Notch OFF hemilineage primary neuron	hemilineage 14B primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051313	NB7-1 Notch ON hemilineage primary neuron	FBbt:00047106	Notch ON hemilineage primary neuron	FBbt:00001380	neuroblast NB7-1									FBbt:00007114	cell body rind of the central nervous system	NB7-1 Notch ON hemilineage primary neuron	NB7-1 Notch ON hemilineage embryonic neuron|NB7-1 Notch ON hemilineage embryonic-born neuron|NB7-1 hemilineage A embryonic neuron|NB7-1 hemilineage A embryonic-born neuron|NB7-1 hemilineage A primary neuron|hemilineage 3A embryonic neuron|hemilineage 3A embryonic-born neuron			NB7-1 Notch ON hemilineage primary neuron	hemilineage 3A primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051314	NB4-1 Notch ON hemilineage primary neuron	FBbt:00047106	Notch ON hemilineage primary neuron	FBbt:00001397	neuroblast NB4-1									FBbt:00007114	cell body rind of the central nervous system	NB4-1 Notch ON hemilineage primary neuron	NB4-1 Notch ON hemilineage embryonic neuron|NB4-1 Notch ON hemilineage embryonic-born neuron|NB4-1 hemilineage A embryonic neuron|NB4-1 hemilineage A embryonic-born neuron|NB4-1 hemilineage A primary neuron|hemilineage 14A embryonic neuron|hemilineage 14A embryonic-born neuron			NB4-1 Notch ON hemilineage primary neuron	hemilineage 14A primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051315	NB1-2 Notch ON hemilineage primary neuron	FBbt:00047106	Notch ON hemilineage primary neuron	FBbt:00001384	neuroblast NB1-2									FBbt:00007114	cell body rind of the central nervous system	NB1-2 Notch ON hemilineage primary neuron	NB1-2 Notch ON hemilineage embryonic neuron|NB1-2 Notch ON hemilineage embryonic-born neuron|NB1-2 hemilineage A embryonic neuron|NB1-2 hemilineage A embryonic-born neuron|NB1-2 hemilineage A primary neuron|hemilineage 1A embryonic neuron|hemilineage 1A embryonic-born neuron			NB1-2 Notch ON hemilineage primary neuron	hemilineage 1A primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00051316	NB5-2 Notch ON hemilineage primary neuron	FBbt:00047106	Notch ON hemilineage primary neuron	FBbt:00001376	neuroblast NB5-2									FBbt:00007114	cell body rind of the central nervous system	NB5-2 Notch ON hemilineage primary neuron	NB5-2 Notch ON hemilineage embryonic neuron|NB5-2 Notch ON hemilineage embryonic-born neuron|NB5-2 hemilineage A embryonic neuron|NB5-2 hemilineage A embryonic-born neuron|NB5-2 hemilineage A primary neuron|hemilineage 6A embryonic neuron|hemilineage 6A embryonic-born neuron			NB5-2 Notch ON hemilineage primary neuron	hemilineage 6A primary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
