symbol	FBbt_id	reference
IN23B070	FBbt:20010794	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B071	FBbt:20010795	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B072	FBbt:20010796	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B073	FBbt:20010797	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B074	FBbt:20010798	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B075	FBbt:20010799	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B076	FBbt:20010800	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B077	FBbt:20010801	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B078	FBbt:20010802	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B079	FBbt:20010803	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B080	FBbt:20010804	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B081	FBbt:20010805	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B082	FBbt:20010806	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B083	FBbt:20010807	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B084	FBbt:20010808	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B085	FBbt:20010809	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B086	FBbt:20010810	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B087	FBbt:20010811	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B088	FBbt:20010812	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B089	FBbt:20010813	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B090	FBbt:20010814	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B091	FBbt:20010815	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B092	FBbt:20010816	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B093	FBbt:20010817	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN23B094	FBbt:20010818	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN26X001	FBbt:20010819	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN26X002	FBbt:20010820	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN26X003	FBbt:20010821	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN27X001	FBbt:20010822	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN27X002	FBbt:20004148	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN27X003	FBbt:20010823	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN27X004	FBbt:20010824	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN27X005	FBbt:20010825	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN27X007	FBbt:20010826	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN27X014	FBbt:20010827	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INP	FBbt:00100738	FlyBase:FBrf0212061|FlyBase:FBrf0237530
INXXX003	FBbt:20010828	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX004	FBbt:20010829	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX007	FBbt:20010830	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX008	FBbt:20010831	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX019	FBbt:20010832	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX022	FBbt:20010833	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX023	FBbt:20010834	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX025	FBbt:20010835	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX027	FBbt:20010836	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX029	FBbt:20010837	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX031	FBbt:20010838	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX032	FBbt:20010839	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX034	FBbt:20010840	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX035	FBbt:20010841	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX036	FBbt:20010842	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX038	FBbt:20010843	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX039	FBbt:20010844	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX042	FBbt:20010845	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX044	FBbt:20010846	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX045	FBbt:20010847	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX048	FBbt:20010848	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX052	FBbt:20010849	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX053	FBbt:20010850	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX054	FBbt:20010851	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX056	FBbt:20010852	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX058	FBbt:20010853	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX062	FBbt:20010854	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX063	FBbt:20010855	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX064	FBbt:20010856	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX065	FBbt:20010857	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX066	FBbt:20010858	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX069	FBbt:20010859	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX073	FBbt:20010860	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX076	FBbt:20010861	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX077	FBbt:20010862	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX078	FBbt:20010863	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX083	FBbt:20010864	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX084	FBbt:20010865	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX087	FBbt:20010866	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX089	FBbt:20010867	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX091	FBbt:20010868	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX095	FBbt:20010869	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX096	FBbt:20010870	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX100	FBbt:20010871	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX101	FBbt:20010872	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX104	FBbt:20010873	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX107	FBbt:20010874	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX110	FBbt:20010875	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX111	FBbt:20010876	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX112	FBbt:20010877	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX114	FBbt:20010878	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX115	FBbt:20010879	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX119	FBbt:20010880	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX121	FBbt:20010881	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX122	FBbt:20010882	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX124	FBbt:20010883	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX126	FBbt:20010884	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX129	FBbt:20010885	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX133	FBbt:20010886	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX134	FBbt:20010887	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX135	FBbt:20010888	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX137	FBbt:20010889	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX138	FBbt:20010890	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX140	FBbt:20010891	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX142	FBbt:20010892	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX143	FBbt:20010893	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX146	FBbt:20010894	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX147	FBbt:20010895	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX149	FBbt:20010896	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX153	FBbt:20010897	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX158	FBbt:20010898	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX159	FBbt:20010899	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX161	FBbt:20010900	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX167	FBbt:20010901	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX173	FBbt:20010902	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX179	FBbt:20010903	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX180	FBbt:20010904	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX181	FBbt:20010905	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX183	FBbt:20010906	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX184	FBbt:20010907	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX188	FBbt:20010908	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX192	FBbt:20010909	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX193	FBbt:20010910	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX194	FBbt:20010911	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX197	FBbt:20010912	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX198	FBbt:20010913	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX199	FBbt:20010914	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX201	FBbt:20010915	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX204	FBbt:20010916	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX206	FBbt:20010917	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX209	FBbt:20010918	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX211	FBbt:20010919	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX212	FBbt:20010920	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX213	FBbt:20010921	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX215	FBbt:20010922	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX216	FBbt:20010923	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX217	FBbt:20010924	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX219	FBbt:20010925	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX220	FBbt:20010926	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX221	FBbt:20010927	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX223	FBbt:20010928	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX224	FBbt:20010929	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX225	FBbt:20010930	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX227	FBbt:20010931	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX228	FBbt:20010932	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX230	FBbt:20010933	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX231	FBbt:20010934	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX232	FBbt:20010935	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX233	FBbt:20010936	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX234	FBbt:20010937	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX235	FBbt:20010938	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX237	FBbt:20010939	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX238	FBbt:20010940	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX239	FBbt:20010941	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX240	FBbt:20010942	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX241	FBbt:20010943	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX242	FBbt:20010944	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX243	FBbt:20010945	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX244	FBbt:20010946	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX245	FBbt:20010947	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX246	FBbt:20010948	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX247	FBbt:20010949	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX249	FBbt:20010950	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX251	FBbt:20010951	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX252	FBbt:20010952	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX253	FBbt:20010953	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX256	FBbt:20010954	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX257	FBbt:20010955	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX258	FBbt:20010956	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX260	FBbt:20010957	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX261	FBbt:20010958	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX262	FBbt:20010959	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX263	FBbt:20010960	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX265	FBbt:20010961	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX266	FBbt:20010962	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX267	FBbt:20010963	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX268	FBbt:20010964	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX269	FBbt:20010965	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX270	FBbt:20010966	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX271	FBbt:20010967	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX273	FBbt:20010968	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX275	FBbt:20010969	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX276	FBbt:20010970	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX279	FBbt:20010971	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX280	FBbt:20010972	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX281	FBbt:20010973	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX282	FBbt:20010974	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX283	FBbt:20010975	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX284	FBbt:20010976	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX285	FBbt:20010977	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX287	FBbt:20010978	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX288	FBbt:20010979	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX290	FBbt:20010980	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX292	FBbt:20010981	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX293	FBbt:20010982	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX294	FBbt:20010983	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX295	FBbt:20010984	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX297	FBbt:20010985	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX299	FBbt:20010986	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX300	FBbt:20010987	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX301	FBbt:20010988	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX302	FBbt:20010989	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX303	FBbt:20010990	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX304	FBbt:20010991	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX305	FBbt:20010992	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX306	FBbt:20010993	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX307	FBbt:20010994	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX309	FBbt:20010995	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX310	FBbt:20010996	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX315	FBbt:20010997	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX316	FBbt:20010998	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX317	FBbt:20010999	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX319	FBbt:20011000	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX320	FBbt:20011001	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX321	FBbt:20011002	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX322	FBbt:20011003	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX324	FBbt:20011004	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX325	FBbt:20011005	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX326	FBbt:20011006	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX328	FBbt:20011007	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX329	FBbt:20011008	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX331	FBbt:20011009	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX332	FBbt:20011010	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX333	FBbt:20011011	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX334	FBbt:20011012	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX335	FBbt:20011013	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX336	FBbt:20011014	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX337	FBbt:20011015	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX339	FBbt:20011016	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX340	FBbt:20011017	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX341	FBbt:20011018	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX343	FBbt:20011019	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX345	FBbt:20011020	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX346	FBbt:20011021	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX347	FBbt:20011022	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX348	FBbt:20011023	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX349	FBbt:20011024	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX350	FBbt:20011025	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX351	FBbt:20011026	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX352	FBbt:20011027	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX353	FBbt:20011028	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX354	FBbt:20011029	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX355	FBbt:20011030	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX357	FBbt:20011031	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX359	FBbt:20011032	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX360	FBbt:20011033	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX363	FBbt:20011034	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX364	FBbt:20011035	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX365	FBbt:20011036	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX366	FBbt:20011037	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX369	FBbt:20011038	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX370	FBbt:20011039	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX372	FBbt:20011040	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX373	FBbt:20011041	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX374	FBbt:20011042	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX375	FBbt:20011043	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX376	FBbt:20011044	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX377	FBbt:20011045	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX378	FBbt:20011046	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX379	FBbt:20011047	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX381	FBbt:20011048	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX382	FBbt:20011049	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX383	FBbt:20011050	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX384	FBbt:20011051	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX385	FBbt:20011052	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX386	FBbt:20011053	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX387	FBbt:20011054	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX388	FBbt:20011055	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX390	FBbt:20011056	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX391	FBbt:20011057	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX392	FBbt:20011058	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX393	FBbt:20011059	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX394	FBbt:20011060	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX395	FBbt:20011061	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX396	FBbt:20011062	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX397	FBbt:20011063	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX398	FBbt:20011064	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
INXXX399	FBbt:20011065	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
