accession	type	class	superclass	subclass	fruDsx	synonyms	hemibrainType	flywireType	mancType	somaNeuromere	specificity	FBbt_id	FBbt_name	references
449363	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
466614	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
472022	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
122060890	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
102179444	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
112819175	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
127876221	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
133706517	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
134306458	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
139392329	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
140328989	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
156149822	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
148429607	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
169418449	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
190913874	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
241120188	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
240968228	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
237046948	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
250448176	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
255662732	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
257944214	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
261053804	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
264483828	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
316798582	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
327128397	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
346302680	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
363261702	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
378614061	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
385740173	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
389008491	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
397456831	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
435728966	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
444042647	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
450982851	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
489156488	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
491318618	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
490901755	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
492683804	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
511044322	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
517198929	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
546021013	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
530670621	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
534051638	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
566085128	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
579599548	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
599670920	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
628764882	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
635767367	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
647109191	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
655263575	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
685660517	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
692859019	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
761372278	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
767079370	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
777358703	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
786800673	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
792864299	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
791786086	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
794490506	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
801058076	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
827600769	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
845480536	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
872719710	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
889139056	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
910534796	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
923862580	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
967170040	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1003173964	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1002521225	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1000260234	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1000627293	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1002303695	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1005073791	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1005078239	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1005637643	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1022940006	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1012105812	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1018025506	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1019704838	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
213774193	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
443987517	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
581219364	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
639100334	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
912460631	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
935355047	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1002084228	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1034904746	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1004482257	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1006207930	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1008492051	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1016283673	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
1018968504	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
972803028	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
973999354	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
974975887	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
979869775	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
949337522	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
915735852	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
917247917	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
881168020	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
769920792	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
732273595	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
694421624	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
696345470	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
697054462	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
697417999	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
699535376	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
632847201	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
604542768	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
538006820	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
509196674	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
476933963	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
447459625	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
417447355	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
389697874	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
362462060	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
302716317	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
306162696	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
240451025	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
208549821	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
213702302	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
213784262	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
213981659	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
177312535	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
117445682	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
117934614	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
147667916	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
148877645	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
150910063	BM_InOm	mechanosensory	cb_sensory									FBbt:00047346	mechanosensory neuron of interommatidial bristle	
152265360	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
366428	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
366437	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
367820	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
370737	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
377738	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
379434	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
384438	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
384458	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
385675	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
386979	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
390318	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
391478	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
391801	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
392311	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
393018	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
393736	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
393956	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
394013	BM_InOm	mechanosensory	cb_sensory					BM_InOm				FBbt:00047346	mechanosensory neuron of interommatidial bristle	
